,Year,ZIP_Code,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date
40408,2019,93718,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40409,2019,93718,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40410,2019,93718,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40411,2019,93718,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40412,2019,93718,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40413,2019,93718,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40414,2019,93718,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40415,2019,93718,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40416,2019,93718,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40417,2019,93718,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40420,2019,93718,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2023
40432,2019,93720,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,377.0,,,12/06/2023
40433,2019,93720,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40434,2019,93720,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40435,2019,93720,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40436,2019,93720,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40437,2019,93720,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40438,2019,93720,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,13.0,,,12/06/2023
40439,2019,93720,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,17.0,,,12/06/2023
40440,2019,93720,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,32.0,,,12/06/2023
40441,2019,93720,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,65.0,,,12/06/2023
40442,2019,93720,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,85.0,,,12/06/2023
40443,2019,93720,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,157.0,,,12/06/2023
40444,2019,93720,Residence,Gender,Female,ALL,All causes (total),ICD-10,198.0,,,12/06/2023
40445,2019,93720,Residence,Gender,Male,ALL,All causes (total),ICD-10,179.0,,,12/06/2023
40448,2019,93720,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40460,2019,93721,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,85.0,,,12/06/2023
40461,2019,93721,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40462,2019,93721,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40463,2019,93721,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40464,2019,93721,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40465,2019,93721,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40466,2019,93721,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40467,2019,93721,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40468,2019,93721,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,18.0,,,12/06/2023
40469,2019,93721,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,24.0,,,12/06/2023
40470,2019,93721,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,18.0,,,12/06/2023
40471,2019,93721,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,13.0,,,12/06/2023
40472,2019,93721,Residence,Gender,Female,ALL,All causes (total),ICD-10,35.0,,,12/06/2023
40473,2019,93721,Residence,Gender,Male,ALL,All causes (total),ICD-10,50.0,,,12/06/2023
40476,2019,93721,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40488,2019,93722,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,526.0,,,12/06/2023
40489,2019,93722,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,11.0,,,12/06/2023
40490,2019,93722,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40491,2019,93722,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40492,2019,93722,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40493,2019,93722,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,11.0,,,12/06/2023
40494,2019,93722,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,21.0,,,12/06/2023
40495,2019,93722,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,36.0,,,12/06/2023
40496,2019,93722,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,77.0,,,12/06/2023
40497,2019,93722,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,114.0,,,12/06/2023
40498,2019,93722,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,117.0,,,12/06/2023
40499,2019,93722,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,126.0,,,12/06/2023
40500,2019,93722,Residence,Gender,Female,ALL,All causes (total),ICD-10,241.0,,,12/06/2023
40501,2019,93722,Residence,Gender,Male,ALL,All causes (total),ICD-10,285.0,,,12/06/2023
40504,2019,93722,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,17.0,,,12/06/2023
40516,2019,93723,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,74.0,,,12/06/2023
40517,2019,93723,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40518,2019,93723,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40519,2019,93723,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40520,2019,93723,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40521,2019,93723,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40522,2019,93723,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40523,2019,93723,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40524,2019,93723,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40525,2019,93723,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40526,2019,93723,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,25.0,,,12/06/2023
40527,2019,93723,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,19.0,,,12/06/2023
40528,2019,93723,Residence,Gender,Female,ALL,All causes (total),ICD-10,39.0,,,12/06/2023
40529,2019,93723,Residence,Gender,Male,ALL,All causes (total),ICD-10,35.0,,,12/06/2023
40532,2019,93723,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40544,2019,93724,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40545,2019,93724,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40546,2019,93724,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40547,2019,93724,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40548,2019,93724,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40549,2019,93724,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40550,2019,93724,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40551,2019,93724,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40552,2019,93724,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40553,2019,93724,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40554,2019,93724,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40555,2019,93724,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40556,2019,93724,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40557,2019,93724,Residence,Gender,Male,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40560,2019,93724,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2023
40572,2019,93725,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,194.0,,,12/06/2023
40573,2019,93725,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40574,2019,93725,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40575,2019,93725,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40576,2019,93725,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40577,2019,93725,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40578,2019,93725,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40579,2019,93725,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,18.0,,,12/06/2023
40580,2019,93725,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,37.0,,,12/06/2023
40581,2019,93725,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,42.0,,,12/06/2023
40582,2019,93725,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,42.0,,,12/06/2023
40583,2019,93725,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,34.0,,,12/06/2023
40584,2019,93725,Residence,Gender,Female,ALL,All causes (total),ICD-10,84.0,,,12/06/2023
40585,2019,93725,Residence,Gender,Male,ALL,All causes (total),ICD-10,110.0,,,12/06/2023
40588,2019,93725,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40600,2019,93726,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,311.0,,,12/06/2023
40601,2019,93726,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40602,2019,93726,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40603,2019,93726,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40604,2019,93726,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40605,2019,93726,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,13.0,,,12/06/2023
40606,2019,93726,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40607,2019,93726,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,22.0,,,12/06/2023
40608,2019,93726,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,60.0,,,12/06/2023
40609,2019,93726,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,56.0,,,12/06/2023
40610,2019,93726,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,56.0,,,12/06/2023
40611,2019,93726,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,85.0,,,12/06/2023
40612,2019,93726,Residence,Gender,Female,ALL,All causes (total),ICD-10,147.0,,,12/06/2023
40613,2019,93726,Residence,Gender,Male,ALL,All causes (total),ICD-10,164.0,,,12/06/2023
40616,2019,93726,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,16.0,,,12/06/2023
40628,2019,93727,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,510.0,,,12/06/2023
40629,2019,93727,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40630,2019,93727,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40631,2019,93727,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40632,2019,93727,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40633,2019,93727,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40634,2019,93727,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,26.0,,,12/06/2023
40635,2019,93727,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,28.0,,,12/06/2023
40636,2019,93727,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,72.0,,,12/06/2023
40637,2019,93727,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,86.0,,,12/06/2023
40638,2019,93727,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,110.0,,,12/06/2023
40639,2019,93727,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,163.0,,,12/06/2023
40640,2019,93727,Residence,Gender,Female,ALL,All causes (total),ICD-10,242.0,,,12/06/2023
40641,2019,93727,Residence,Gender,Male,ALL,All causes (total),ICD-10,268.0,,,12/06/2023
40644,2019,93727,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,21.0,,,12/06/2023
40656,2019,93728,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,156.0,,,12/06/2023
40657,2019,93728,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40658,2019,93728,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40659,2019,93728,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40660,2019,93728,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40661,2019,93728,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40662,2019,93728,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40663,2019,93728,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,17.0,,,12/06/2023
40664,2019,93728,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,31.0,,,12/06/2023
40665,2019,93728,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,42.0,,,12/06/2023
40666,2019,93728,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,29.0,,,12/06/2023
40667,2019,93728,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,26.0,,,12/06/2023
40668,2019,93728,Residence,Gender,Female,ALL,All causes (total),ICD-10,71.0,,,12/06/2023
40669,2019,93728,Residence,Gender,Male,ALL,All causes (total),ICD-10,85.0,,,12/06/2023
40672,2019,93728,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,12.0,,,12/06/2023
40684,2019,93729,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40685,2019,93729,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40686,2019,93729,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40687,2019,93729,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40688,2019,93729,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40689,2019,93729,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40690,2019,93729,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40691,2019,93729,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40692,2019,93729,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40693,2019,93729,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40694,2019,93729,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40695,2019,93729,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40696,2019,93729,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40697,2019,93729,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40700,2019,93729,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2023
40712,2019,93730,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,74.0,,,12/06/2023
40713,2019,93730,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40714,2019,93730,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40715,2019,93730,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40716,2019,93730,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40717,2019,93730,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40718,2019,93730,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40719,2019,93730,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40720,2019,93730,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40721,2019,93730,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40722,2019,93730,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,21.0,,,12/06/2023
40723,2019,93730,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,35.0,,,12/06/2023
40724,2019,93730,Residence,Gender,Female,ALL,All causes (total),ICD-10,45.0,,,12/06/2023
40725,2019,93730,Residence,Gender,Male,ALL,All causes (total),ICD-10,29.0,,,12/06/2023
40728,2019,93730,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40740,2019,93737,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,37.0,,,12/06/2023
40741,2019,93737,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40742,2019,93737,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40743,2019,93737,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40744,2019,93737,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40745,2019,93737,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40746,2019,93737,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2023
40747,2019,93737,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40748,2019,93737,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40749,2019,93737,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
40750,2019,93737,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2023
